content,topic
那年放弃内保资格，不顾家里阻挠，坚持报考我心仪的上外。我知道家人是为我好，但没有梦想的人生我不知道活着还有什么意义。自己坚持这条路很孤单，每每听到汪峰那首存在都很想哭。幸好终究我实现了自己的梦想，感谢当年努力的自己鄭誱扣卡鞋业,
2020佛系打卡,
我在#2018我的小世界#喜提逢考必过，2019年，你将逢考必过。、高考、四六级，统统被你踩脚底。参与#2018我的小世界#话题词分享，有机会赢iPhoneXS、applewatch还有便携打印机等新年礼物哦！赶快开启我的小世界吧,2018我的小世界
112个《》，我已经在坚持了13天。,
英语词根词缀记忆法，帮助大家可以更好地记忆四六级、英语。,
2020studyaccount学习打卡考虫词汇视频×1刘晓燕长难句视频×1汤神高数视频×2杨超高数视频×1/3宇哥高数视频×1外刊精读逻辑王诚视频×2哈哈哈好久没打卡啦，放假回家真的好冷没有了暖气的我仿佛失去了双翼整天手脚冻成大猪蹄，根本写不了字不过今天通过听杨超，汤神还有宇哥的视频，发现还是宇哥最适合我杨超很多学长学姐有推荐但是我好像听不怎么明白他的课，汤神的课太具体太细致了396好像很多都不用考所以感觉也不是太适合，可以后面再补听补充知识还是宇哥切入正题比较快，我还是继续跟宇哥好啦！回家之前跟男票还有小学的好盆友哈哈一起在长沙玩了一天半真的好喜欢长沙有好多美食而且随处可见真的是我的理想天堂！！我还去湖大转了转拍了几张游客照哼一定是我未来的学校的！,
31个《》，我已经在坚持了3天。##,","
排了四十分钟对的喜茶十分值得拍照留念今天也是快落的一天一大早起床背书，终于结束考试周的紧张复习啦，之后就是放假放假吃吃玩玩！要是不用复习就更好了⚡,
叮——今天晚上和相识已久但未曾谋面的吃货网友们相约海底捞这两年有你们真的很开心！觉得自己有了归属啊！吃到好吃的就忍不住分享给你们（虽然有时候我知道你们想打我……嘻嘻）群里真的很温暖，我和大丹还有豆芽前，大家还在群里给我们发红包，加油鼓气！幸福2019年继续温暖下去！#百胜大将军炸鸡#,百胜大将军炸鸡
260个《》，我已经在坚持了84天。,
哇！2020班比较重要！,
顶好！//@孔玮Vicky:复试涉及的内容非常多，作为研究生复试考官的我会在复试课上全面系统又重点突出地教你，如何把握复试全局，如何赢得老师青睐，如何打好最后一战！【转发本条抽1盒ysl圣罗兰恒久羽毛气垫粉底】,
//@_王芳芳芳://@_王芳芳芳:写完初稿从现在开始每一天转发锦鲤，保佑初试和六级过过过,
我在#2018我的小世界#喜提逢考必过，2019年，你将逢考必过。、高考、四六级，统统被你踩脚底。参与#2018我的小世界#话题词分享，有机会赢iPhoneXS、applewatch还有便携打印机等新年礼物哦！赶快开启我的小世界吧,2018我的小世界
#每日学习英语2小时#Day10418,每日学习英语2小时
206个《》，我已经在坚持了282天。,
Day95#2020#新传要停几天咯,2020
🎓距离341天🎐每天进步一点点就够了⛵每天都会给自己制定第二天的学习任务，但是我可能是太高估我自己了😂😂那我也不管，还是要写，尽力去完成😜⛵早上起来背了会然后开始了第一天晨读（跟着考虫的新年晨读团😜顺便把流利说也读了🤗)⛵下午有点懒了，不想学习，然后就躲在被窝里玩手机看电子书，于是我……居然睡着了⛵在翻译完长难句，对着答案，心里想的是我这翻译的都是啥跟啥呀，还有很大的进步空间，嗯，就是这样😂😂⛵今天期末考试成绩都出来了，不是特别好但也不差😂和我心里想的还是有点距离，那就下学期努力吧～⛵明天无论如何都要把我学年论文的资料查了，已经拖了两天了无颜面对我的导师studyaccountstudywithme,
2020我的今天@_Cenzay＊12点半睡10点半起床😂＊午饭后看了《狗十三》，电影太过真实引起不适…＊去了图书馆，补每日一句，补到12号了(长叹气)＊晚饭后去练车，回来后躺尸…哪天我的学习时长能到3h我就心满意足,
78个《核心》，我已经在坚持了135天。,
当初和我一起的莉莉，也和我一起没有考上。她很聪明，很机灵，学习也真的很认真。我俩考试结束后，都各自经历了很难熬的时刻。我最后选择了来北京工作，她考上了内蒙的公务员。今天聊天发现，没有一个社会人儿的生活是容易，自在是唾手可得的，都各自面对着不同的压力和苦涩。就像围城一样，我总期待着念研究生的日子，或者回家乡当公务员的日子，不过是围城而已。,
35个《》，我已经在坚持了1天。##,","
#19#十点三十，同一首歌的音乐响起时，科技楼大厅斜后方那个一直转笔做卷子男生熟稔地跟着吹起了口哨，我悄悄笑起来。两个男生飞一般从正后方的状元楼跑来，拍着篮球一前一后，只穿着薄薄的长袖校服，后面那个大叫了一声“xxx你等等”。女生在校服外套了件羽绒马甲，一挥手拍在转头调笑的男生的脑门儿上，两个人顺着南门坡嘻嘻哈哈一路打闹。坡下的福鼎肉片摊围满清一色的学生，蒸腾的热气笼罩着每一张青春的脸庞，大家笑着说话，似乎不觉得冷。这就是我的学生时代啊，单纯的日子永远在校园里重演。,19
2024年北京服装学院美术学院《902艺术理论》全套1．真题[真题]全国名校艺术学概论真题汇总（含部分答案）[查看目录]说明：本科目真题不对外公布（暂时难以获得），通过分析参考教材知识点，精选了有类似考点的其他院校相关真题，以供参考。2．教材教辅[题库]叶朗《中国美学史大纲》配套题库【真题精选＋章节题库】[查看目录][题库]朱光潜《西方美学史》配套题库【真题精选＋章节题库】[查看目录]###24##北京服装学院#北京服装学院,",24,北京服装学院"
她可能觉得没什么但说出来的话真的很伤人其实爸妈一直都不是称职的父母他们很爱我们但他们并不知道怎么做好父母不是只要给钱就好的真的不是想想也挺可笑连我喜欢吃什么喜欢什么颜色都不知道我喜欢的专业不让我学如果以后我一定要选择自己喜欢的不管他们的意见了学自己不感兴趣的专业真的挺累的,
上海中考物理满分70。一个家长问我，她孩子能考多少。根据观察，孩子很聪明也很认真，我说，“正常发挥65分问题不大”。然而，家长追问，“您觉得68问题大吗？”我只能说“有机会”。这种从小开始的激烈竞争，唯恐被落下的焦虑，从小升初、中考，再到高考，再到、考公，然后再让自己的孩子循环，思之可怕。努力与坦然并行或许是更好的，幸运的是，我基本是坦然多于焦虑的。当然，这也很大程度上影响了“世俗”“功利”意义上成功的高度和速度。如果高中也这么鸡，没准儿能985，如果读博这么鸡，没准儿论文能一大堆。但，谁又知道呢？我仍然顽固坚持，坦然的态度是值得的，人生终究不是比赛。#六一儿童节#,六一儿童节
"‼️985上岸学长时间规划复习的道路，上并不是一帆风顺，总会时不时的出现各式各样的困难,苦苦纠结的数学题毫无头绪,阅读理解的每个及其陌生等等，导致我们的心情苦闷烦躁。这个时候我们可以把自己的注意暂时转移到别的地方，让自己换个心情。️️比如在自习室里复习时，特别烦躁，那我们可以去外面看看书,实在看不下去，可以睡一觉娱乐放松一下休息一下把不好的情绪挤走，重新轻装上阵,再到教室，好好复习。加油，人，你一定可以的！！##",
今天好圆满！！去参加学院的经验分享会加到了考到我梦校的学姐的微信还和她一路聊天回宿舍而且是漂亮温柔学姐我超爱,
法硕【】Day65,
今天去五楼自习室转了一圈那种扑面而来的压抑感太恐怖,
#法硕#@华图法硕@赵逸凡的宝库day12024法硕法制史二刷复盘～～～今日复盘秦汉三国两晋南北朝法律制度，正确率80%,法硕
我也想掐死当时的自己研究生退学,
2019年1月27日（学习时间五个小时） • 学习任务十篇熟悉8:20-10:0010:10-10:40简单句语法和长难句10:40-12:00吃饭12:00-12:30洗衣服12:30-12:40收拾宿舍12:40-15：30阅读和一篇短新闻15：10-16：00（未完成）语法简单句扫盲点16：00-17：20吃饭17：20-18：00看老友记18：00-19：00（未完成）阅读一二遍19：00-20：30（未完成）复习以及语法复习20：30-22：00（未完成） • 今日错误总结：1、今日闲了半天2、收拾宿舍花了太多时间了3、看书不专心 • 改正措施：1、早上来烧一大锅书把之后的冷开水烧了2、看书时一定把手机关了3、空闲时间用来背和背长难句4、不能想劳动奖励5、午觉一定要睡 • 明日目标7点起床！！,
每个场景都好棒啊，神还原名画了！L这个微博是个逗比的微博视频,
美#天津合一设计教育##合一设计教育##手合一手绘##合一手绘#,"天津合一设计教育,合一设计教育,手合一手绘,合一手绘"
今天淳子说她可能准备，然后想到自己年底就拍毕业照了，也走到十字路口，三月份师兄师姐考完就轮到自己这一年重要的插本备考了，挺迷茫的，既不想出来工作，又怕自己顶不住压力考不上，在学校一个状态，在家又另一种状态，接触的人不同环境不同，考虑的就越多，越纠结。好像过了二十岁，什么都变了，人在经历，心态在变。,
"2020#DAY328如果能早起的话，就能多好多时间了,深深的负罪感",
我去年一整年这个号没怎么跟人闹矛盾，我大了，不怎么干太幼稚的事了，不过偶尔我会找事，搅屎棍说的就是我了。学我们这行的，过没过就是试金石据我所知，我这一年级里学法的真多，太多了，人太多，有那么五六七八个吧，不中用的，屁没过，连客观题都没过，少妇问我，司考跟在我心中的地位。我想了想，没细说。是这样，司考是我的第一个孩子，当时的我为了二孩（）不得不放弃一部分精力，主观题阶段吧，醒悟了，一天学14h，以此想弥补我对大娃的爱，还行，不算晚，母子关系很好。，是我的第二个孩子，对它，更加宽容，像怀孕难产的女人，医生问保大保小，我嘶吼着大声喊着保小，要小的。懂我的感受吗，长时间学习，我没有力气了，真的。就是很累，北方的冬天多冷，零下好几度，我在室外背书，一背是一天，我右手无名指冻烂了（夸张），今年坐骨神经疼的格外厉害，这些我不会对别人说，没意思，我愿意这样。我愿意每天从南门跑到东门自习室去学习，我愿意横跨整个学校，每天四趟来回，我愿意。我给我的专业课浇灌了多少我的爱，可是，为什么要取消参考书目，不过大家都一样。没怎么给政治时间，加起来也就四十个小时吧，没有更多了，我没办法。两个月，听起来他娘的跟个笑话似的。,
